Name,Value,Timestamp,Step
"accuracy",0.659375,1752939727566,1
"f1_score_weighted",0.6442498546491976,1752939727566,1
"precision_weighted",0.6319815001258495,1752939727566,1
"recall_weighted",0.659375,1752939727566,1
